,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
84,2022-12-12,2022-12-20,,,,
168,2022-11-10,2022-12-20,,,,
169,2022-11-10,2022-11-21,,,,
252,2022-10-10,2022-12-20,,,,
253,2022-10-10,2022-11-21,,,,
254,2022-10-10,2022-10-20,,,,
336,2022-09-12,2022-12-20,1.0,0.9015874350289792,-9.84125649710208,-31.75
337,2022-09-12,2022-11-21,,,,
338,2022-09-12,2022-10-20,,,,
339,2022-09-12,2022-09-20,,,,
420,2022-08-10,2022-12-20,2.0,1.78545591801878,-10.727204099061005,-30.1640625
421,2022-08-10,2022-11-21,1.0,0.9266921047000926,-7.330789529990744,-23.6484375
422,2022-08-10,2022-10-20,,,,
423,2022-08-10,2022-09-20,,,,
424,2022-08-10,2022-08-22,,,,
504,2022-07-11,2022-12-20,3.0,2.701414790628989,-9.952840312367028,-25.375
505,2022-07-11,2022-11-21,2.0,1.8870293854306621,-5.648530728466894,-16.46875
506,2022-07-11,2022-10-20,1.0,0.9237495893830889,-7.625041061691107,-24.921875
507,2022-07-11,2022-09-20,,,,
508,2022-07-11,2022-08-22,,,,
509,2022-07-11,2022-07-20,,,,
588,2022-06-10,2022-12-20,4.0,3.628543243426555,-9.286418914336124,-21.61328125
589,2022-06-10,2022-11-21,3.0,2.859077414956601,-4.697419501446627,-12.3515625
590,2022-06-10,2022-10-20,2.0,1.8587637621663573,-7.061811891682135,-20.515625
591,2022-06-10,2022-09-20,1.0,0.964783168884714,-3.521683111528595,-12.0390625
592,2022-06-10,2022-08-22,,,,
593,2022-06-10,2022-07-20,,,,
594,2022-06-10,2022-06-20,,,,
672,2022-05-10,2022-12-20,5.0,4.54205643817814,-9.158871236437207,-19.5234375
673,2022-05-10,2022-11-21,4.0,3.816850524200299,-4.57873689499253,-10.875
674,2022-05-10,2022-10-20,3.0,2.7800468719014795,-7.3317709366173505,-19.0078125
675,2022-05-10,2022-09-20,2.0,1.9153981049176065,-4.230094754119673,-12.5703125
676,2022-05-10,2022-08-22,1.0,1.003026111029207,0.30261110292069127,1.06640625
677,2022-05-10,2022-07-20,,,,
678,2022-05-10,2022-06-20,,,,
679,2022-05-10,2022-05-20,,,,
756,2022-04-11,2022-12-20,6.0,5.403220155402266,-9.946330743295562,-19.494140625
757,2022-04-11,2022-11-21,5.0,4.719737812257373,-5.605243754852545,-12.0859375
758,2022-04-11,2022-10-20,4.0,3.6485352439945027,-8.786618900137434,-20.4609375
759,2022-04-11,2022-09-20,3.0,2.8115374236118216,-6.2820858796059476,-16.40234375
760,2022-04-11,2022-08-22,2.0,1.9485731476887702,-2.5713426155614894,-7.7109375
761,2022-04-11,2022-07-20,1.0,0.918098304456592,-8.190169554340798,-26.796875
762,2022-04-11,2022-06-20,,,,
763,2022-04-11,2022-05-20,,,,
764,2022-04-11,2022-04-20,,,,
840,2022-03-10,2022-12-20,7.0,6.2802979906727,-10.28145727610428,-18.6796875
841,2022-03-10,2022-11-21,6.0,5.63931026086785,-6.011495652202499,-11.89453125
842,2022-03-10,2022-10-20,5.0,4.533073092161465,-9.3385381567707,-19.8359375
843,2022-03-10,2022-09-20,4.0,3.724237201854433,-6.89406995363917,-16.20703125
844,2022-03-10,2022-08-22,3.0,2.9115936877702384,-2.946877074325386,-7.828125
845,2022-03-10,2022-07-20,2.0,1.8531628657386956,-7.34185671306522,-21.34375
846,2022-03-10,2022-06-20,1.0,0.8864219209537139,-11.357807904628615,64.0
847,2022-03-10,2022-05-20,,,,
848,2022-03-10,2022-04-20,,,,
849,2022-03-10,2022-03-21,,,,
924,2022-02-10,2022-12-20,8.0,7.128914222764063,-10.88857221544921,-18.453125
925,2022-02-10,2022-11-21,7.0,6.52904213538756,-6.727969494463425,-12.3125
926,2022-02-10,2022-10-20,6.0,5.388907256095393,-10.18487906507679,-19.91796875
927,2022-02-10,2022-09-20,5.0,4.607319427508959,-7.853611449820815,-16.81640625
928,2022-02-10,2022-08-22,4.0,3.843363742019236,-3.915906449519102,-9.34375
929,2022-02-10,2022-07-20,3.0,2.7578841263240976,-8.070529122530079,-20.9765625
930,2022-02-10,2022-06-20,2.0,1.744079018594301,-12.796049070284955,64.0
931,2022-02-10,2022-05-20,1.0,0.8983373024628893,-10.166269753711067,64.0
932,2022-02-10,2022-04-20,,,,
933,2022-02-10,2022-03-21,,,,
934,2022-02-10,2022-02-21,,,,
1008,2022-01-10,2022-12-20,9.0,7.954361824895502,-11.618201945605538,-18.44921875
