,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
3773,2018-03-12,2022-09-26,52.0,50.264163969567676,-3.338146212369854,-1.4033203125
3774,2018-03-12,2022-08-22,51.0,53.65737759899554,5.210544311755957,2.1611328125
3775,2018-03-12,2022-07-25,50.0,52.35358616360142,4.707172327202841,1.986328125
3776,2018-03-12,2022-06-20,49.0,49.75304694533709,1.5368305006879384,0.6728515625
3777,2018-03-12,2022-05-23,48.0,51.36709312119579,7.0147773358245695,3.05224609375
3778,2018-03-12,2022-04-25,47.0,51.66877882040336,9.933571958305023,4.34375
3779,2018-03-12,2022-03-21,46.0,51.35773846002005,11.64725752178272,5.19140625
3780,2018-03-12,2022-02-21,45.0,50.19940660236119,11.55423689413597,5.240234375
3781,2018-03-12,2022-01-24,44.0,50.38306647595217,14.506969263527658,6.625
3782,2018-03-12,2021-12-20,43.0,50.89516788891311,18.360855555611877,8.50439453125
3783,2018-03-12,2021-11-22,42.0,51.61061465998524,22.88241585710771,10.638671875
3784,2018-03-12,2021-10-25,41.0,49.54611453829218,20.844181800712633,9.9404296875
3785,2018-03-12,2021-09-20,40.0,47.31584243811075,18.289606095276874,9.0556640625
3786,2018-03-12,2021-08-23,39.0,46.950745897098585,20.386527941278423,10.2275390625
3787,2018-03-12,2021-07-26,38.0,44.85385555300371,18.036461981588715,9.30078125
3788,2018-03-12,2021-06-21,37.0,43.05255640383107,16.35826055089478,8.7490234375
3789,2018-03-12,2021-05-25,36.0,41.17112195201957,14.364227644498802,7.880859375
3790,2018-03-12,2021-04-26,35.0,39.55643499827934,13.018385709369552,7.3369140625
3791,2018-03-12,2021-03-22,34.0,37.592989350706304,10.567615737371483,6.203125
3792,2018-03-12,2021-02-22,33.0,36.04113242447049,9.215552801425728,5.552734375
3793,2018-03-12,2021-01-25,32.0,34.62969192110032,8.217787253438491,5.0791015625
3794,2018-03-12,2020-12-21,31.0,32.585426725092155,5.114279758361791,3.3046875
3795,2018-03-12,2020-11-23,30.0,31.27271945482599,4.242398182753296,2.8125
3796,2018-03-12,2020-10-26,29.0,28.646314920271617,-1.2196037232013193,-0.8408203125
3797,2018-03-12,2020-09-21,28.0,27.79097130278782,-0.7465310614720698,-0.533203125
3798,2018-03-12,2020-08-24,27.0,26.988742472754222,-0.04169454535473415,-0.03125
3799,2018-03-12,2020-07-27,26.0,25.546448171323014,-1.744430110296099,-1.31640625
3800,2018-03-12,2020-06-29,25.0,24.26174662885903,-2.9530134845638827,-2.29296875
3801,2018-03-12,2020-04-20,23.0,21.338694548780413,-7.223067179215595,-6.166015625
3802,2018-03-12,2020-03-23,22.0,18.464982308669516,-16.068262233320382,-14.3466796875
3803,2018-03-12,2020-02-24,21.0,22.31940208324768,6.282867063084195,5.564453125
3804,2018-03-12,2020-01-20,20.0,21.28216448187189,6.410822409359457,5.974609375
3805,2018-03-12,2019-12-23,19.0,19.989896552008496,5.209981852676293,5.033203125
3806,2018-03-12,2019-11-25,18.0,18.745816921246966,4.143427340260924,4.1484375
3807,2018-03-12,2019-10-21,17.0,17.48926218848512,2.8780128734418877,3.0546875
3808,2018-03-12,2019-09-23,16.0,16.603852133668564,3.7740758354285253,4.16015625
3809,2018-03-12,2019-08-26,15.0,15.19973623514853,1.3315749009901978,1.529296875
3810,2018-03-12,2019-07-22,14.0,14.353525792969009,2.5251842354929215,3.095703125
3811,2018-03-12,2019-06-24,13.0,13.166753267564609,1.2827174428046817,1.642578125
3812,2018-03-12,2019-05-20,12.0,11.991087511694216,-0.07427073588153199,-0.1015625
3813,2018-03-12,2019-04-23,11.0,11.184137292947291,1.673975390429919,2.416015625
3814,2018-03-12,2019-03-25,10.0,9.913496958545297,-0.8650304145470322,-1.3125
3815,2018-03-12,2019-02-25,9.0,8.785205819424185,-2.3866020063979456,-3.81640625
3816,2018-03-12,2019-01-21,8.0,7.580845598944318,-5.2394300131960225,-9.0703125
3817,2018-03-12,2018-12-24,7.0,6.425358100014391,-8.209169999794419,-14.8828125
3818,2018-03-12,2018-11-26,6.0,5.653793199104211,-5.770113348263155,-11.2734375
3819,2018-03-12,2018-10-22,5.0,4.7684206968566505,-4.63158606286699,-10.140625
3820,2018-03-12,2018-09-24,4.0,3.896746244011609,-2.581343899709776,-6.16015625
3821,2018-03-12,2018-08-20,3.0,2.951270058765677,-1.624331374477439,-4.484375
3822,2018-03-12,2018-07-23,2.0,1.9715091138390322,-1.4245443080483922,-4.32421875
3823,2018-03-12,2018-06-25,1.0,0.9786481816265509,-2.1351818373449127,-7.2265625
3824,2018-03-12,2018-05-22,,,,
3825,2018-03-12,2018-04-23,,,,
3826,2018-03-12,2018-03-26,,,,
3835,2018-02-12,2022-12-27,56.0,57.32973401084813,2.374525019371657,0.91015625
3836,2018-02-12,2022-11-21,55.0,56.53850464516227,2.797281173022309,1.0947265625
3837,2018-02-12,2022-10-24,54.0,53.18625725693632,-1.5069310056734773,-0.609375
3838,2018-02-12,2022-09-26,53.0,51.33077738436476,-3.149476633274041,-1.30078125
3839,2018-02-12,2022-08-22,52.0,54.817118141777925,5.417534888034472,2.2060546875
3840,2018-02-12,2022-07-25,51.0,53.505655428200875,4.913049859217401,2.03466796875
