,Datum_Eerste_Storting,Datum_Verkoop,Investering Totaal,Verkoop Totaal,Winst Pct,Eff Interest
2201,2020-04-14,2021-02-22,8.0,8.80502420226531,10.062802528316372,17.99609375
2202,2020-04-14,2021-01-20,7.0,7.6537989122335865,9.339984460479808,18.3515625
2203,2020-04-14,2020-12-21,6.0,6.355684222514841,5.928070375247356,12.50390625
2204,2020-04-14,2020-11-20,5.0,5.320177062088707,6.4035412417741355,14.95703125
2205,2020-04-14,2020-10-20,4.0,4.178091302148495,4.452282553712372,11.46875
2206,2020-04-14,2020-09-21,3.0,3.0693456871310394,2.3115229043679797,6.51953125
2207,2020-04-14,2020-08-20,2.0,2.1078610610415813,5.3930530520790665,18.21875
2208,2020-04-14,2020-07-20,1.0,1.075923511040491,7.5923511040491,31.703125
2209,2020-04-14,2020-06-22,,,,
2210,2020-04-14,2020-05-20,,,,
2211,2020-04-14,2020-04-20,,,,
2244,2020-03-10,2023-01-20,32.0,31.385041613482215,-1.9217449578680768,-1.2314453125
2245,2020-03-10,2022-12-20,31.0,29.597102450591805,-4.525475965832887,-3.00390625
2246,2020-03-10,2022-11-21,30.0,29.663062012515123,-1.1231266249495893,-0.7568359375
2247,2020-03-10,2022-10-20,29.0,27.754929521412855,-4.293346477886708,-3.009765625
2248,2020-03-10,2022-09-20,28.0,27.754492456380046,-0.8768126557855511,-0.626953125
2249,2020-03-10,2022-08-22,27.0,28.3538066780729,5.0140988076774065,3.6298828125
2250,2020-03-10,2022-07-20,26.0,26.14568103759813,0.5603116830697329,0.42578125
2251,2020-03-10,2022-06-20,25.0,23.921100611610708,-4.3155975535571685,-3.416015625
2252,2020-03-10,2022-05-20,24.0,23.978456569446944,-0.0897642939710656,-0.072265625
2253,2020-03-10,2022-04-20,23.0,24.86219690640033,8.096508288697093,6.6953125
2254,2020-03-10,2022-03-21,22.0,23.772123333287666,8.055106060398485,6.904296875
2255,2020-03-10,2022-02-21,21.0,22.46888646786205,6.994697466009757,6.203125
